Productnummer;Omschrijving;Inclusieve winkelprijzen;Exclusieve winkelprijzen;Persoonlijke prijs;Leverancier;LeverancierId
000188;ACTIVE BAD/DOUCHE THERMOSTAAT OPBOUW CHROOM;423,50;350,00;210,00;Sterck;LF7FIsS6Lh
020547;ECOSTAT COMFORT BADTHERMOSTAAT CHROOM ECOSTOP;333,96;276,00;165,60;Sterck;LF7FIsS6Lh
000234;CERATHERM 50 BADTHERMOSTAAT CHROOM VERVANGT A4509AA;284,35;235,00;141,00;Sterck;LF7FIsS6Lh
000236;CERATHERM NEW 100 BADTHERMOSTAAT CHROOM;332,75;275,00;165,00;Sterck;LF7FIsS6Lh
000238;CERATHERM NEW 200 BADTHERMOSTAAT CHROOM;423,50;350,00;210,00;Sterck;LF7FIsS6Lh
000677;GROHTHERM 1000 THERMOSTAAT BADDOUCHE NAAKT CHR;301,29;249,00;154,38;Sterck;LF7FIsS6Lh
000763;GROHTHERM 3000 COSMO BADDOUCHETHERMOSTAAT NAAKT CHR;568,70;470,00;291,40;Sterck;LF7FIsS6Lh
000777;GROHTHERM 1000 COSMO BADDOUCHETHERMOSTAAT CHROOM;324,28;268,00;166,16;Sterck;LF7FIsS6Lh
059873;GROHTHERM CUBE BAD/DOUCHE THERMOSTAAT OPBOUW 1/2 CHROOM;522,72;432,00;259,20;Sterck;LF7FIsS6Lh
070214;GROHTHERM 800 THERMOSTATISCHE  BADKRAAN NAAKT;252,89;209,00;125,40;Sterck;LF7FIsS6Lh
034634;GROHTHERM 2000 NEW BAD/DOUCHETHERMOSTAAT+DOUCHETABLET CHROOM;458,59;379,00;227,40;Sterck;LF7FIsS6Lh
069283;"GROHTHERM 1000 THERMOSTATISCHE BADMENGKRAAN 1/2"" ECOJOY CHRO";301,29;249,00;149,40;Sterck;LF7FIsS6Lh
069466;GROHTHERM 1000 BAD/DOUCHE COSMOPOLITAN M;320,65;265,00;159,00;Sterck;LF7FIsS6Lh
000150;TALIS S OPBOUW DOUCHEMENGKRAAN CHROOM;205,70;170,00;105,40;Sterck;LF7FIsS6Lh
000189;ACTIVE DOUCHEMENGKRAAN OPBOUW;223,85;185,00;111,00;Sterck;LF7FIsS6Lh
000221;CERAPLAN NEW DOUCHEMENGKRAAN CHR;156,70;129,50;77,70;Sterck;LF7FIsS6Lh
000323;SLIMLINE 2 DOUCHEMENGKRAAN OPBOUW CHROOM;114,95;95,00;57,00;Sterck;LF7FIsS6Lh
000666;EUROSMART 1-GR MENGKR Ω V/DOUCHE CHR;112,53;93,00;57,66;Sterck;LF7FIsS6Lh
000674;ESSENCE 1-GR MENGKR Ω DOUCHE WANDMONTAGE CHROOM;196,02;162,00;100,44;Sterck;LF7FIsS6Lh
004271;STICK DOUCHEKRAAN COMPLEET CHROOM;148,42;122,66;76,05;Sterck;LF7FIsS6Lh
000139;FOCUS E2  DOUCHEMENGKRAAN CHROOM;136,13;112,50;67,50;Sterck;LF7FIsS6Lh
015142;TALIS S≤ DOUCHEMENGKRAAN OPBOUW CHROOM;209,33;173,00;103,80;Sterck;LF7FIsS6Lh
020609;TALIS E2 DOUCHEMENGKRAAN CHROOM;186,34;154,00;92,40;Sterck;LF7FIsS6Lh
031392;ATTRACT DOUCHEMENGKRAAN OPBOUW CHROOM;133,10;110,00;66,00;Sterck;LF7FIsS6Lh
051419;"ATLANTA TWEEGREEPSKRAAN Ω"""" VOOR DOUCHE CHROOM";93,17;77,00;47,74;Sterck;LF7FIsS6Lh
000135;FOCUS E OPBOUW DOUCHEMENGKRAAN CHROOM;130,08;107,50;64,50;Sterck;LF7FIsS6Lh
074233;DOUCHEMENGKRAAN EUROECO CHR;83,49;69,00;42,78;Sterck;LF7FIsS6Lh
020546;ECOSTAT COMFORT DOUCHETHERMOSTAAT CHROOM ECOSTOP;284,35;235,00;141,00;Sterck;LF7FIsS6Lh
000235;CERATHERM 50 DOUCHETHERMOSTAAT CHROOM;193,60;160,00;96,00;Sterck;LF7FIsS6Lh
000237;CERATHERM NEW 100 DOUCHETHERMOSTAAT CHROOM;260,15;215,00;129,00;Sterck;LF7FIsS6Lh
000239;CERATHERM NEW 200 DOUCHETHERMOSTAAT CHROOM;344,85;285,00;171,00;Sterck;LF7FIsS6Lh
000247;CERATHERM 200 DOUCHETHERMOSTAAT CHROOM;280,42;231,75;143,69;Sterck;LF7FIsS6Lh
000762;GROHTHERM 3000 COSMO DOUCHETHERMOSTAAT CHROOM;442,86;366,00;226,92;Sterck;LF7FIsS6Lh
000776;GROHTHERM 1000 COSMO DOUCHETHERMOSTAAT CHROOM;277,09;229,00;141,98;Sterck;LF7FIsS6Lh
069193;"GROHTHERM 800 THERMOSTATISCHE DOUCHEKRAAN 1/2""";199,65;165,00;99,00;Sterck;LF7FIsS6Lh
000014;ECOSTAT 1001 SL DOUCHETHERMOSTAAT CHROOM;355,14;293,50;176,10;Sterck;LF7FIsS6Lh
054035;"GROHTHERM CUBE DOUCHE WANDMONTAGE 1/2"" CHROOM";399,30;330,00;204,60;Sterck;LF7FIsS6Lh
035546;GROHTHERM 2000 NEW DOUCHETHERMOSTAAT+DOUCHETABLET CHROOM;372,68;308,00;184,80;Sterck;LF7FIsS6Lh
067972;GROHTHERM 1000 COSMOPOLITAN THERMOST DOUCHEMENGKRAAN;277,09;229,00;137,40;Sterck;LF7FIsS6Lh
069462;GROHTHERM 1000 DOUCHETHERMOSTAAT ECOJOY;240,79;199,00;113,43;Sterck;LF7FIsS6Lh
013177;IDEAL RAIN DOUCHESYSTEEM MET HANDDOUCHE IDEALRAIN 100MM;901,45;745,00;461,90;Sterck;LF7FIsS6Lh
020545;ECOSTAT CROMA 100 VARIO COMFORT SET DOUCHE 90CM CHROOM;397,49;328,50;203,67;Sterck;LF7FIsS6Lh
000039;CROMA 100 ECOSMART SHOWERPIPE HOOFDDOUCHE EN HANDOUCHE CHR.;986,15;815,00;489,00;Sterck;LF7FIsS6Lh
020618;CROMA 160 SHOWERPIPE ECOSTAT COMFORT CHROOM;671,55;555,00;333,00;Sterck;LF7FIsS6Lh
023085;CROMA 220 SHOWERPIPE ECOSMART HOOFDDOUCHE 22CM CHROOM;986,15;815,00;489,00;Sterck;LF7FIsS6Lh
022597;EUPHORIA DOUCHESYSTEEM D 180 MM - THERMOSTATISCH WANDMONTAGE;770,77;637,00;394,94;Sterck;LF7FIsS6Lh
023518;ECOSTAT COMFORT THERMOSTAAT + CROMA 100 VARIO SET CHR.;386,60;319,50;191,70;Sterck;LF7FIsS6Lh
000035;ECOSTAT 1001 SL MET CROMA 100 MULTI 900 GLIJSTANG CHROOM;435,60;360,00;223,20;Sterck;LF7FIsS6Lh
000040;RAINDANCE SHOWERPIPE 240 MET ARM 460 RONDE HANDDOUCHE;2.003,76;1.656,00;1.026,72;Sterck;LF7FIsS6Lh
000042;RAINDANCE SHOWERPIPE ECOSMART 180 MET ARM 460 EN HANDDOUCHE;1.737,56;1.436,00;890,32;Sterck;LF7FIsS6Lh
021903;EUPHORIA THERMOSTATISCH DOUCHESYSTEEM;770,77;637,00;394,94;Sterck;LF7FIsS6Lh
000048;DOUCHEARM 38CM CHROOM VOOR HOOFDDOUCHE;110,72;91,50;54,90;Sterck;LF7FIsS6Lh
000056;RAINDANCE HOOFDDOUCHE 18CM MET ARM CHROOM;480,37;397,00;246,14;Sterck;LF7FIsS6Lh
000057;RAINDANCE AIR HOOFDDOUCHE 24CM MET ARM CHROOM;718,74;594,00;356,40;Sterck;LF7FIsS6Lh
000058;RAINDANCE AIR HOOFDDOUCHE MET ARM 18CM CHROOM;554,79;458,50;284,27;Sterck;LF7FIsS6Lh
000054;RAINDANCE AIR ECOSMART HOOFDDOUCHE 240MM MET ARM 9,4L/MIN;718,14;593,50;356,10;Sterck;LF7FIsS6Lh
000612;RAINSHOWER HOOFDSPROEIER Ω MODERN CHR;363,00;300,00;186,00;Sterck;LF7FIsS6Lh
000618;RAINSHOWER DOUCHE-ARM Ω CHR;89,54;74,00;45,88;Sterck;LF7FIsS6Lh
027976;"RAINSHOWER HOOFDDOUCHE 1/2 "" MODERN DIAM.210MM CHR";408,98;338,00;209,56;Sterck;LF7FIsS6Lh
000537;SANDWICH PLUS HOOFDSPR. ROND 30CM CHR;414,67;342,70;212,47;Sterck;LF7FIsS6Lh
000103;BODYVETTE ZIJDOUCHE MET RUBIT CHROOM;133,71;110,50;68,51;Sterck;LF7FIsS6Lh
000104;BODYVETTE ZIJDOUCHE MET STOP RUBIT CHROOM;150,65;124,50;77,19;Sterck;LF7FIsS6Lh
020612;UNICA CROMA SET 90CM CHROOM 1 JET;99,22;82,00;49,20;Sterck;LF7FIsS6Lh
000080;RAINDANCE E 150 3JET AIR SET90CM;505,78;418,00;250,80;Sterck;LF7FIsS6Lh
000084;RAINDANCE S 120 AIR 3JET MET UNICA'S PURO 900MM;294,64;243,50;146,10;Sterck;LF7FIsS6Lh
000086;RAINDANCE S 120 AIR 3JET MET UNICA'S PURO 650MM;280,72;232,00;143,84;Sterck;LF7FIsS6Lh
000090;RAINDANCE ALLROUNDER SET E150 AIR 3JET CHROOM;614,08;507,50;314,65;Sterck;LF7FIsS6Lh
000059;RAINDANCE AIR HOOFDDOUCHE 24CM PLAFONDAANSLUITING;666,71;551,00;330,60;Sterck;LF7FIsS6Lh
000088;RAINDANCE S 150 AIR 3JET MET UNICA'S PURO 900MM;324,28;268,00;160,80;Sterck;LF7FIsS6Lh
000055;RAINDANCE AIR ECOSMART HOOFDDOUCHE 180MM MET ARM 9,4L/MIN;554,79;458,50;284,27;Sterck;LF7FIsS6Lh
000066;RAINDANCE S 100AIR BADSET 1STRAAL PORTER'S 1,25M;154,28;127,50;76,50;Sterck;LF7FIsS6Lh
000083;RAINDANCE S 100 AIR 3JET SET UNICA'S PURO 900MM;265,60;219,50;136,09;Sterck;LF7FIsS6Lh
000085;RAINDANCE E 120 AIR 3JET SET UNICA'D 900MM;264,39;218,50;135,47;Sterck;LF7FIsS6Lh
000074;CROMA 100 VARIO MET UNICA'C SET 900MM;119,79;99,00;59,40;Sterck;LF7FIsS6Lh
000076;CROMA 100 MULTI MET UNICA'C SET 900MM;142,78;118,00;73,16;Sterck;LF7FIsS6Lh
020611;CROMA 100 VARIO ECOSMART SET 90CM CHROOM;113,74;94,00;56,40;Sterck;LF7FIsS6Lh
020615;CROMA 100 UNICA SET VARIO ECOSMART 65CM;107,69;89,00;53,40;Sterck;LF7FIsS6Lh
000075;CROMA 100 VARIO MET UNICA'C SET 650MM;107,69;89,00;53,40;Sterck;LF7FIsS6Lh
000077;CROMA 100 MULTI MET UNICA'C SET 650MM;127,05;105,00;65,10;Sterck;LF7FIsS6Lh
000082;RAINBOW RAINDANCE S150 3JET DOUCHESET COMPLEET 900MM CHROOM;585,04;483,50;299,77;Sterck;LF7FIsS6Lh
000089;UNICA'D GLIJSTANG 900MM MET SLANG CHROOM ZONDER HANDDOUCHE;196,02;162,00;100,44;Sterck;LF7FIsS6Lh
000070;UNICA'C GLIJSTANG 900MM MET ISIFLEX B 1,6M CHROOM;106,48;88,00;52,80;Sterck;LF7FIsS6Lh
000120;UNICA'S PURO GLIJSTANG 90CM CHROOM;157,91;130,50;78,30;Sterck;LF7FIsS6Lh
000318;SENSES 90 GLIJSTANGCOMBINATIE 90CM 3FUNCTIES IDEALFLEX;118,58;98,00;58,80;Sterck;LF7FIsS6Lh
000599;FREEHANDER DOUCHESYSTEEM OPBOUW WANDMONTAGE CHR;603,79;499,00;309,38;Sterck;LF7FIsS6Lh
000600;FREEHANDER DOUCHESYSTEEM INBOUW WANDMONTAGE CHR;603,79;499,00;309,38;Sterck;LF7FIsS6Lh
000601;RAINSHOWER DOUCHESYST THERMOSTAAT WANDMONTAGE CHR;1.594,78;1.318,00;817,16;Sterck;LF7FIsS6Lh
000626;RAINSHOWER COSMOPOLITAN DOUCHEGARNITUUR ÿ 130 CHR;249,26;206,00;127,72;Sterck;LF7FIsS6Lh
000627;RAINSHOWER COSMOPOLITAN DOUCHEGARNITUUR ÿ 160 CHROOM;271,04;224,00;138,88;Sterck;LF7FIsS6Lh
000630;RAINSHOWER CLASSIC DOUCHEGARNITUUR ÿ 130 CHR 90 CM;231,11;191,00;118,42;Sterck;LF7FIsS6Lh
000631;RAINSHOWER CLASSIC DOUCHEGARNITUUR ÿ 160 CHR;252,89;209,00;129,58;Sterck;LF7FIsS6Lh
000635;RELEXA GLIJSTANG 600 MM CHR;128,26;106,00;65,72;Sterck;LF7FIsS6Lh
000636;RELEXA GLIJSTANG 900 MM CHR;140,36;116,00;71,92;Sterck;LF7FIsS6Lh
010596;IDEALRAIN DOUCHESET 80/60CM 1STRAAL;90,75;75,00;45,00;Sterck;LF7FIsS6Lh
010597;IDEALRAIN DOUCHESET 100/90CM 3STR;127,05;105,00;63,00;Sterck;LF7FIsS6Lh
010598;IDEALRAIN DOUCHESTANG 60 CHROOM;60,50;50,00;30,00;Sterck;LF7FIsS6Lh
010599;IDEALRAIN DOUCHESTANG 90 CHROOM;72,60;60,00;36,00;Sterck;LF7FIsS6Lh
010602;IDEALRAIN GLIJSTANG 90CM CHROOM;96,80;80,00;48,00;Sterck;LF7FIsS6Lh
024052;"EUPHORIA DOUCHESET 1/2"" MASSAGE 600MM M/ZEEPSCHAAL CHR";139,15;115,00;71,30;Sterck;LF7FIsS6Lh
040099;"EUPHORIA DOUCHESET 1/2"" CHAMPAGNE 600MM M/ZEEPSCHAAL CHR";137,94;114,00;70,68;Sterck;LF7FIsS6Lh
000052;"FIXFIT S MUURAANSLUITBOCHT DN15 1/2"" CHROOM";40,54;33,50;20,10;Sterck;LF7FIsS6Lh
000038;RAINDANCE E SHOWERPIPE HOOFDDOUCHE 420 2JET CHROOM;3.569,50;2.950,00;1.829,00;Sterck;LF7FIsS6Lh
000044;RAINDANCE SHOWERPIPE 240 MET ARM 460 EN STAAFHANDDOUCHE CHR.;1.942,05;1.605,00;995,10;Sterck;LF7FIsS6Lh
000049;PURAVIDA FIXFIT AANSLUITBOCHT CHROOM;51,43;42,50;25,50;Sterck;LF7FIsS6Lh
000072;CROMETTA 85 VARIO MET UNICA'CROMETTA90;73,21;60,50;37,51;Sterck;LF7FIsS6Lh
023648;"NEW TEMPESTA DOUCHESET 1/2"" ECO JOY 5.8L/MIN CHROOM";73,81;61,00;37,82;Sterck;LF7FIsS6Lh
061022;NEW TEMPESTA COSMOPOLITAN 100 DOUCHESET KOMPLEET CHROOM 62CM;98,01;81,00;48,60;Sterck;LF7FIsS6Lh
050483;COSMOPOLITAN NEW TEMPESTA DOUCHESYSTEEM CHROOM;657,03;543,00;309,51;Sterck;LF7FIsS6Lh
000108;CROMA 1JET HANDDOUCHE CHROOM;33,88;28,00;17,36;Sterck;LF7FIsS6Lh
000113;CROMA E 100 VARIO HANDDOUCHE CHROOM 4 STRALEN;45,98;38,00;23,56;Sterck;LF7FIsS6Lh
000117;CROMA 2JET HANDDOUCHE MET RUBIT CHROOM;55,06;45,50;28,21;Sterck;LF7FIsS6Lh
000110;RAINDANCE S 150 AIR 3JET HANDDOUCHE;188,76;156,00;93,60;Sterck;LF7FIsS6Lh
000112;AX STARCK HANDDOUCHE CHROOM 2 STRALEN;215,38;178,00;106,80;Sterck;LF7FIsS6Lh
000116;CROMETTA 85 GREEN HANDDOUCHE CHROOM;32,67;27,00;16,74;Sterck;LF7FIsS6Lh
010600;IDEALRAIN HANDDOUCHE 80/1STR CHROOM;24,20;20,00;12,00;Sterck;LF7FIsS6Lh
010601;IDEALRAIN HANDDOUCHE 120/3STR CHROOM;42,35;35,00;21,00;Sterck;LF7FIsS6Lh
019194;IDEAL RAIN 80 HANDSPROEIER 3 FUNCTIES CHROOM;30,25;25,00;15,50;Sterck;LF7FIsS6Lh
000628;RAINSHOWER CLASSIC HANDSPROEIER 130 MM CHR;116,16;96,00;59,52;Sterck;LF7FIsS6Lh
000629;RAINSHOWER CLASSIC HANDSPROEIER 160 MM CHR;143,99;119,00;73,78;Sterck;LF7FIsS6Lh
000611;SENA DOUCHEGARN MET HOUDER CHROOM;251,68;208,00;128,96;Sterck;LF7FIsS6Lh
018489;"RELEXA HOOFDSPROEIER 1/2"" STANDARD CHROOM";50,82;42,00;26,04;Sterck;LF7FIsS6Lh
035209;RAINSHOWER COSMOPOLITAN HANDDOUCHE DIAM.13CM;143,99;119,00;73,78;Sterck;LF7FIsS6Lh
040169;SHOWER TRES TUB ANTIKALK HANDDOUCHE;37,09;30,65;21,46;Sterck;LF7FIsS6Lh
040247;STARCK ORGANIC STAAFHANDDOUCHE 1JET CHROOM;131,29;108,50;67,27;Sterck;LF7FIsS6Lh
062808;NEW TEMPESTA HANDDOUCHE 3 STRALEN CHROOM DIAM 100;36,30;30,00;18,00;Sterck;LF7FIsS6Lh
000100;PORTER'S WANDHOUDER ZONDER SLANGAANSLUITING CHROOM;30,86;25,50;15,30;Sterck;LF7FIsS6Lh
000063;PORTER'C WANDHOUDER ZONDER SLANGAANSLUITING CHROOM;23,35;19,30;11,58;Sterck;LF7FIsS6Lh
000099;PORTER UNIVERSELE WANDHOUDER CHROOM;27,23;22,50;13,95;Sterck;LF7FIsS6Lh
010594;IDEALRAIN HANDDOUCHEHOUDER VAST CHROOM;12,10;10,00;6,00;Sterck;LF7FIsS6Lh
010595;IDEALRAIN HANDDOUCHEHOUDER ZWENKBAAR;30,25;25,00;15,00;Sterck;LF7FIsS6Lh
000051;AX STARCK FIXFIT AANSLUITBOCHT LUXE CHROOM;44,17;36,50;21,90;Sterck;LF7FIsS6Lh
000062;AX STARCK PORTER WANDHOUDER CHROOM;52,64;43,50;26,10;Sterck;LF7FIsS6Lh
000053;"FIXFIT MUURAANSLUITBOCHT DN15 1/2"" CHROOM";37,51;31,00;19,22;Sterck;LF7FIsS6Lh
000622;RELEXA PLUS WANDDOUCHEHOUDER CHR;18,15;15,00;9,30;Sterck;LF7FIsS6Lh
000624;RELEXA PLUS MUURAANSLUITBOCHT Ω CHR 28626000;37,51;31,00;19,22;Sterck;LF7FIsS6Lh
000625;RELEXA PLUS MUURAANSLUITBOCHT  CHR MET DOUCHEHOUDER 2862800;39,93;33,00;20,46;Sterck;LF7FIsS6Lh
013414;"RAINSHOWER MUURAANSLUITBOCHT 1/2"" CHROOM";56,87;47,00;29,14;Sterck;LF7FIsS6Lh
067191;NEW TEMPESTA WANDDOUCHEHOUDER VERSTELBAAR CHROOM;20,57;17,00;10,20;Sterck;LF7FIsS6Lh
000391;2-WEG OMSTELLING VOOR INBOUWMONTAGE;373,53;308,70;216,09;Sterck;LF7FIsS6Lh
000392;2-WEG-OMSTELLING VOOR WANDMONTAGE;363,24;300,20;210,14;Sterck;LF7FIsS6Lh
000396;THERMOSTAATMODUUL MET 2 STOPKRANEN;1.565,38;1.293,70;905,59;Sterck;LF7FIsS6Lh
000398;THERMOSTAATMODUUL MET 3 STOPKRANEN;1.857,23;1.534,90;1.074,43;Sterck;LF7FIsS6Lh
000399;"INBOUWSTOPKRAAN 3/4"""", RECHTSSLUITEND";143,02;118,20;82,74;Sterck;LF7FIsS6Lh
000400;"INBOUWSTOPKRAAN 3/4"""", LINKSSLUITEND";158,63;131,10;91,77;Sterck;LF7FIsS6Lh
000402;2 STOPKRANEN MET OMSTELLING VOOR WANDMONTAGE;625,93;517,30;362,11;Sterck;LF7FIsS6Lh
000393;XTOOL THERMOSTAATMODUUL MET 1 STOPKRAAN;1.183,62;978,20;684,74;Sterck;LF7FIsS6Lh
000395;XTOOL THERMOSTAATMODUUL MET 2 STOPKRANEN;1.663,02;1.374,40;962,08;Sterck;LF7FIsS6Lh
000397;XTOOL INBOUWHUIS SET M/3 STOPKRANEN;1.802,90;1.490,00;1.043,00;Sterck;LF7FIsS6Lh
000401;XGATE MENGKRAAN MET STOPKRAAN VOOR WANDMONTAGE;307,95;254,50;178,15;Sterck;LF7FIsS6Lh
000746;RAPIDO T THERMOSTATISCH INSTAL-ELEMENT INBOUW;304,92;252,00;156,24;Sterck;LF7FIsS6Lh
000003;INBOUWDEEL IBOX UNIVERSAL;157,30;130,00;78,00;Sterck;LF7FIsS6Lh
000231;CERATHERM 200 INBOUWSTOPKRAAN CHR;45,36;37,49;26,24;Sterck;LF7FIsS6Lh
000015;BASISGARNITUUR 2-GATS BADRANDMENGKRAAN MET THERMOSTAAT;719,95;595,00;357,00;Sterck;LF7FIsS6Lh
000016;INBOUWDEEL 1GREEPS WANDMODEL WASTAFELMENGKRAAN;278,30;230,00;138,00;Sterck;LF7FIsS6Lh
000025;INBOUW BASISGARNITUUR QUATTRO 4-WEG OMSTELKRAAN;340,01;281,00;174,22;Sterck;LF7FIsS6Lh
000027;"INBOUW BASISGARNITUUR STOPKRAAN DN20 3/4""";119,79;99,00;61,38;Sterck;LF7FIsS6Lh
000030;"INBOUWDEEL INBOUW STOPKRAAN DN15 1/2""";110,11;91,00;54,60;Sterck;LF7FIsS6Lh
000646;INBOUWSTOPKRAAN INSTAL -ELEM Ω 29800000;21,78;18,00;11,16;Sterck;LF7FIsS6Lh
000647;INBOUWSTOPKRAAN INSTAL -ELEM æ 29802000;38,72;32,00;19,84;Sterck;LF7FIsS6Lh
000031;INBOUWSTOPKRAAN DN15 INBOUWLICHAAM KERAMISCH;113,74;94,00;58,28;Sterck;LF7FIsS6Lh
000032;"TRIO INBOUWLICHAAM STOPKRAAN DN15 1/2""";215,38;178,00;110,36;Sterck;LF7FIsS6Lh
011700;DOUCHEHOUDER BADRAND MET SLANGDOORVOER;127,05;105,00;63,00;Sterck;LF7FIsS6Lh
000101;SECUFLEX BAD-TEGELRANDDOORVOERSET CHROOM;451,33;373,00;223,80;Sterck;LF7FIsS6Lh
000598;TALENTOFILL ROZET V/INB.LEIDINGONDERBREKER æ REF. 19954000;21,78;18,00;11,16;Sterck;LF7FIsS6Lh
000645;TALENTOFILL AANSLUITGARN æ M/INB.LEIDINGONDERBREKER 28995000;231,11;191,00;118,42;Sterck;LF7FIsS6Lh
000094;ISIFLEX'B DOUCHESLANG 125 CM CHROOM;33,28;27,50;16,50;Sterck;LF7FIsS6Lh
000095;ISIFLEX B DOUCHESLANG 200 CM CHROOM;37,51;31,00;18,60;Sterck;LF7FIsS6Lh
000096;ISIFLEX'B DOUCHESLANG 160 CM CHROOM;36,30;30,00;18,00;Sterck;LF7FIsS6Lh
000097;"AX STARCK ISIFLEX DOUCHESLANG DN15 1/2"" 1250MM CHROOM";64,74;53,50;32,10;Sterck;LF7FIsS6Lh
000098;"AX STARCK ISIFLEX DOUCHESLANG DN15 1/2"" 1600MM CHROOM";70,79;58,50;35,10;Sterck;LF7FIsS6Lh
000282;METALFLEX 200CM CHR;22,03;18,21;10,93;Sterck;LF7FIsS6Lh
000605;GROHFLEX ΩXΩ 1250 MM CHR;18,15;15,00;9,30;Sterck;LF7FIsS6Lh
000606;GROHFLEX ΩXΩ 1500 MM CHR;20,57;17,00;10,54;Sterck;LF7FIsS6Lh
000607;GROHFLEX ΩXΩ 1750 MM CHR;22,99;19,00;11,78;Sterck;LF7FIsS6Lh
000608;GROHFLEX ΩXΩ 2000 MM CHR;26,62;22,00;13,64;Sterck;LF7FIsS6Lh
000609;METALEN SLANG 2000 MM CHR;37,51;31,00;19,22;Sterck;LF7FIsS6Lh
010605;FLEXIBELE DOUCHESLANG IDEALFLEX 160CM;30,25;25,00;15,00;Sterck;LF7FIsS6Lh
010606;FLEXIBELE DOUCHESLANG IDEALFLEX 125CM;24,20;20,00;12,00;Sterck;LF7FIsS6Lh
011319;FLEXIBELE DOUCHESLANG SENSES 175CM;36,30;30,00;18,00;Sterck;LF7FIsS6Lh
013417;SILVERFLEX DOUCHESLANG 1250 MM CHROOM;30,25;25,00;15,50;Sterck;LF7FIsS6Lh
014202;SILVERFLEX DOUCHESLANG 1500MM CHROOM;30,25;25,00;15,50;Sterck;LF7FIsS6Lh
015417;"SILVERFLEX DOUCHESLANG ""X"" 2000 MM ZILVER";36,30;30,00;18,60;Sterck;LF7FIsS6Lh
024008;"SILVERFLEX DOUCHESLANG 1/2"" X 1/2"" 1750 MM ZILVER";35,09;29,00;17,98;Sterck;LF7FIsS6Lh
035526;MOVARIOÆ DOUCHESLANG ΩXΩ 1750 MM CHR 28410000;26,62;22,00;13,64;Sterck;LF7FIsS6Lh
035527;MOVARIOÆ DOUCHESLANG ΩXΩ 2000 MM CHR 28413000;29,04;24,00;14,88;Sterck;LF7FIsS6Lh
000155;AX UNO≤ AFWERKSSET THERMOSTAAT MET STOP EN OMSTELKRAAN CHR.;1.073,27;887,00;549,94;Sterck;LF7FIsS6Lh
000156;AX UNO≤ AFWERKSET STOPKRAAN  DN15/DN20 ZEROGREEP CHROOM;139,15;115,00;71,30;Sterck;LF7FIsS6Lh
000020;AFWERKINGSSET E VOOR INBOUWTHERMOSTAAT MET STOPKRAAN;748,99;619,00;383,78;Sterck;LF7FIsS6Lh
000029;AFWERKINGSSET S INBOUWSTOPKRAAN  CHROOM;121,00;100,00;60,00;Sterck;LF7FIsS6Lh
011197;AFWERKINGSSET E THERMOSTAAT MET STOP EN OMSTELLING CHROOM;860,31;711,00;440,82;Sterck;LF7FIsS6Lh
000021;AFWERKINGSSET S THERMOSTAAT MET STOPKRAAN CHROOM;819,17;677,00;406,20;Sterck;LF7FIsS6Lh
000024;ECOSTAT S AFWERKINGSSET THERMOSTAAT STOPKRAAN OMSTELLER CHRO;865,15;715,00;429,00;Sterck;LF7FIsS6Lh
000022;ECOSTAT S AFWERKINGSSET INBOUW THERMOSTAAT CHROOM;673,97;557,00;345,34;Sterck;LF7FIsS6Lh
000026;AFWERKINIGSSET S QUATTRO OMSTELKRAAN CHROOM;159,72;132,00;81,84;Sterck;LF7FIsS6Lh
006266;AX STARCK X AFWERKSET INBOUWTHERMOST M/ STOP OMSTELLER CHROO;1.085,37;897,00;538,20;Sterck;LF7FIsS6Lh
014009;GROHTHERM 3000 COSMOPOLITAN GREEPLELEM.VR.RAPIDO T+AQUADIM;416,24;344,00;213,28;Sterck;LF7FIsS6Lh
018250;SILFRA QUICK ZELFSLUITENDE KOUDWATERKRAAN CHROOM;82,58;68,25;40,95;Sterck;LF7FIsS6Lh
000064;CROMA 1JET MET PORTER C 1,25M SLANG;69,58;57,50;35,65;Sterck;LF7FIsS6Lh
000068;CROMA 100 VARIO MET PORTER S SET 1,25M;73,21;60,50;36,30;Sterck;LF7FIsS6Lh
007107;IDEAL RAIN 80 BADSET 1 FUNKTIE M/METAFLEX 1500MM CHROOM;54,45;45,00;27,90;Sterck;LF7FIsS6Lh
013197;EUPHORIA COSMOPOLITAN STICK BADSET CRHOOM;102,85;85,00;51,00;Sterck;LF7FIsS6Lh
027789;NEW TEMPESTA BADSET II;42,35;35,00;21,00;Sterck;LF7FIsS6Lh
011327;RAINDANCE SELECT 360 DOUCHEPANEEL CHR.THERMOSTAAT MET OMSTEL;1.869,45;1.545,00;957,90;Sterck;LF7FIsS6Lh
000534;QUADRI WASTAFELKR.M/LEDIGING EN FLEX CHR;368,47;304,52;188,80;Sterck;LF7FIsS6Lh
000549;TRICOLORE VERDE AFWERKSET DOUCH E THERM+OMSTEL+STOPKR.1/2CHR;325,19;268,75;166,63;Sterck;LF7FIsS6Lh
000550;INBOUW UNIVERSEEL THERMOSTAAT DOUCHETHERM+OMSTEL+STOPKR1/2CR;499,13;412,50;255,75;Sterck;LF7FIsS6Lh
000554;TRICOLORE VERDE INBOUWELEMENT RECHTS VOOR MUURKRAAN;202,47;167,33;103,74;Sterck;LF7FIsS6Lh
000471;CANOVA 3-GATS WASTAFELKR. M/LEDIGING 5/4 M/FLEX. CHR;334,79;276,69;171,55;Sterck;LF7FIsS6Lh
